formula,band_gap,elements
BaZn2(PO4)2,4.0373,"['Ba', 'O', 'P', 'Zn']"
BaZn2Si2O7,3.3014,"['Ba', 'O', 'Si', 'Zn']"
BaZn5,0.0,"['Ba', 'Zn']"
BaZnAgF7,0.38270000000000004,"['Ag', 'Ba', 'F', 'Zn']"
BaZnAsF,0.24709999999999901,"['As', 'Ba', 'F', 'Zn']"
BaZnCO3F2,4.7744,"['Ba', 'C', 'F', 'O', 'Zn']"
BaZnCl4,4.6302,"['Ba', 'Cl', 'Zn']"
BaZnCuF7,0.7594000000000001,"['Ba', 'Cu', 'F', 'Zn']"
BaZnF4,4.5489,"['Ba', 'F', 'Zn']"
BaZnGe,0.0,"['Ba', 'Ge', 'Zn']"
BaZnIn3,0.0,"['Ba', 'In', 'Zn']"
BaZnMoF7,3.8518,"['Ba', 'F', 'Mo', 'Zn']"
BaZnO2,2.2724,"['Ba', 'O', 'Zn']"
BaZnP2O7,4.3419,"['Ba', 'O', 'P', 'Zn']"
BaZnSO,2.2367,"['Ba', 'O', 'S', 'Zn']"
BaZnSi,0.0,"['Ba', 'Si', 'Zn']"
BaZnSn,0.0,"['Ba', 'Sn', 'Zn']"
BaZnSnS4,2.271099999999999,"['Ba', 'S', 'Sn', 'Zn']"
BaZnTe2O7,1.6684,"['Ba', 'O', 'Te', 'Zn']"
BaZr(AsO4)2,3.5173,"['As', 'Ba', 'O', 'Zr']"
BaZr(BO3)2,4.1173,"['B', 'Ba', 'O', 'Zr']"
BaZr(PO4)2,4.158799999999999,"['Ba', 'O', 'P', 'Zr']"
BaZr(SiO3)3,4.6556,"['Ba', 'O', 'Si', 'Zr']"
BaZr2F10,5.756399999999999,"['Ba', 'F', 'Zr']"
BaZr4(PO4)6,4.3446,"['Ba', 'O', 'P', 'Zr']"
BaZrF6,6.3299,"['Ba', 'F', 'Zr']"
BaZrN2,0.9972000000000001,"['Ba', 'N', 'Zr']"
BaZrO3,3.1163,"['Ba', 'O', 'Zr']"
BaZrS3,0.9900000000000001,"['Ba', 'S', 'Zr']"
BaZrSe3,0.37259999999999904,"['Ba', 'Se', 'Zr']"
Be,0.0,['Be']
Be(BH4)2,6.190300000000001,"['B', 'Be', 'H']"
Be(CoO2)2,0.0,"['Be', 'Co', 'O']"
Be(GaO2)2,2.8899,"['Be', 'Ga', 'O']"
Be(H2N)2,3.3217,"['Be', 'H', 'N']"
Be(PN2)2,4.0393,"['Be', 'N', 'P']"
Be(PO3)2,6.036799999999999,"['Be', 'O', 'P']"
Be12Mo,0.0,"['Be', 'Mo']"
Be12Nb,0.0,"['Be', 'Nb']"
Be12V,0.0,"['Be', 'V']"
Be12W,0.0,"['Be', 'W']"
Be15(Nb3Cu4)2,0.0,"['Be', 'Cu', 'Nb']"
Be15(Nb3Ni4)2,0.0,"['Be', 'Nb', 'Ni']"
Be17Nb2,0.0,"['Be', 'Nb']"
Be17Os3,0.0,"['Be', 'Os']"
Be17Ru3,0.0,"['Be', 'Ru']"
Be22Re,0.0,"['Be', 'Re']"
Be2AsH5O7,4.3533,"['As', 'Be', 'H', 'O']"
Be2BH3O5,5.6261,"['B', 'Be', 'H', 'O']"
Be2BHO4,6.1491,"['B', 'Be', 'H', 'O']"
Be2BO3F,6.3476,"['B', 'Be', 'F', 'O']"
Be2C,1.163699999999999,"['Be', 'C']"
Be2Co(NF7)2,0.662999999999999,"['Be', 'Co', 'F', 'N']"
Be2CoIr,0.0,"['Be', 'Co', 'Ir']"
Be2CoNi,0.0,"['Be', 'Co', 'Ni']"
Be2CoPt,0.0,"['Be', 'Co', 'Pt']"
Be2Cr,0.0,"['Be', 'Cr']"
Be2Cu,0.0,"['Be', 'Cu']"
Be2CuIr,0.0,"['Be', 'Cu', 'Ir']"
Be2CuPt,0.0,"['Be', 'Cu', 'Pt']"
Be2CuRh,0.0,"['Be', 'Cu', 'Rh']"
Be2Fe,0.0,"['Be', 'Fe']"
Be2IrPd,0.0,"['Be', 'Ir', 'Pd']"
Be2IrPt,0.0,"['Be', 'Ir', 'Pt']"
Be2IrRu,0.0,"['Be', 'Ir', 'Ru']"
Be2Mo,0.0,"['Be', 'Mo']"
Be2Nb3,0.0,"['Be', 'Nb']"
Be2NiH20N2(O3F4)2,4.9841,"['Be', 'F', 'H', 'N', 'Ni', 'O']"
Be2NiIr,0.0,"['Be', 'Ir', 'Ni']"
Be2NiPt,0.0,"['Be', 'Ni', 'Pt']"
Be2NiRh,0.0,"['Be', 'Ni', 'Rh']"
Be2P2PbO8,4.5437,"['Be', 'O', 'P', 'Pb']"
Be2PdPt,0.0,"['Be', 'Pd', 'Pt']"
Be2PdRh,0.0,"['Be', 'Pd', 'Rh']"
Be2PtRh,0.0,"['Be', 'Pt', 'Rh']"
Be2Re,0.0,"['Be', 'Re']"
Be2RhAu,0.0,"['Au', 'Be', 'Rh']"
Be2Ru,0.0,"['Be', 'Ru']"
Be2RuAu,0.0,"['Au', 'Be', 'Ru']"
Be2RuPt,0.0,"['Be', 'Pt', 'Ru']"
Be2SiO4,5.8262,"['Be', 'O', 'Si']"
Be2TlF5,0.0,"['Be', 'F', 'Tl']"
Be2V,0.0,"['Be', 'V']"
Be2W,0.0,"['Be', 'W']"
Be3Ag4P3BrO12,2.4553000000000003,"['Ag', 'Be', 'Br', 'O', 'P']"
Be3As2(H2O5)2,3.9653,"['As', 'Be', 'H', 'O']"
Be3Cd4Si3SO12,0.9984000000000001,"['Be', 'Cd', 'O', 'S', 'Si']"
Be3Cd4Si3SeO12,2.499399999999999,"['Be', 'Cd', 'O', 'Se', 'Si']"
Be3Cd4Si3TeO12,3.125,"['Be', 'Cd', 'O', 'Si', 'Te']"
Be3Co,0.0,"['Be', 'Co']"
Be3Fe,0.0,"['Be', 'Fe']"
Be3H42N13(ClO)3,4.2986,"['Be', 'Cl', 'H', 'N', 'O']"
Be3Ir,0.0,"['Be', 'Ir']"
Be3N2,3.3145,"['Be', 'N']"
Be3Nb,0.0,"['Be', 'Nb']"
Be3Ni,0.0,"['Be', 'Ni']"
Be3P2,0.8891,"['Be', 'P']"
Be3P2(H2O5)2,5.8582,"['Be', 'H', 'O', 'P']"
Be3Rh,0.0,"['Be', 'Rh']"
Be3Ru,0.0,"['Be', 'Ru']"
Be3Tc,0.0,"['Be', 'Tc']"
Be3Tl2Ni2F12,5.4318,"['Be', 'F', 'Ni', 'Tl']"
Be3Zn4Si3SO12,4.2033,"['Be', 'O', 'S', 'Si', 'Zn']"
Be4AlCr,0.0,"['Al', 'Be', 'Cr']"
Be4AlFe,0.0,"['Al', 'Be', 'Fe']"
Be4AlNi,0.0,"['Al', 'Be', 'Ni']"
Be4B,0.0,"['B', 'Be']"
Be4N6O19,3.592,"['Be', 'N', 'O']"
Be4Si2H2O9,5.739199999999999,"['Be', 'H', 'O', 'Si']"
Be4TeO7,1.280699999999999,"['Be', 'O', 'Te']"
Be5Au,0.0,"['Au', 'Be']"
Be5Pd,0.0,"['Be', 'Pd']"
Be5Pt,0.09529999999999901,"['Be', 'Pt']"
BeAgPO4,2.8716,"['Ag', 'Be', 'O', 'P']"
BeAl2O4,6.117700000000001,"['Al', 'Be', 'O']"
BeAlB,0.0,"['Al', 'B', 'Be']"
BeAlIr2,0.0,"['Al', 'Be', 'Ir']"
BeAlRh2,0.0,"['Al', 'Be', 'Rh']"
BeAu,0.0,"['Au', 'Be']"
BeAu2,0.0,"['Au', 'Be']"
BeBr2,5.180400000000001,"['Be', 'Br']"
BeCN2,5.5087,"['Be', 'C', 'N']"
BeCl2,6.5139,"['Be', 'Cl']"
BeCo,0.0,"['Be', 'Co']"
BeCo2Ge,0.0,"['Be', 'Co', 'Ge']"
BeCo2Si,0.0,"['Be', 'Co', 'Si']"
BeCr2O4,2.8371,"['Be', 'Cr', 'O']"
BeCrFe2,0.0,"['Be', 'Cr', 'Fe']"
BeCrRu2,0.0,"['Be', 'Cr', 'Ru']"
BeF2,8.0368,"['Be', 'F']"
BeFe2Si,0.0,"['Be', 'Fe', 'Si']"
BeFeRh2,0.0,"['Be', 'Fe', 'Rh']"
BeGaIr2,0.0,"['Be', 'Ga', 'Ir']"
BeGaRh2,0.0,"['Be', 'Ga', 'Rh']"
BeGeAs2,0.6522999999999991,"['As', 'Be', 'Ge']"
BeGeN2,3.3941,"['Be', 'Ge', 'N']"
BeGeP2,0.9023000000000001,"['Be', 'Ge', 'P']"
BeGeRu2,0.0,"['Be', 'Ge', 'Ru']"
BeH12(N2Cl)2,4.5575,"['Be', 'Cl', 'H', 'N']"
BeH12(N2Cl)2,5.392799999999999,"['Be', 'Cl', 'H', 'N']"
BeH12S2(NO5)2,5.2492,"['Be', 'H', 'N', 'O', 'S']"
BeH14(I2O9)2,3.3177,"['Be', 'H', 'I', 'O']"
BeH2,5.326,"['Be', 'H']"
BeH2SeO4,4.7645,"['Be', 'H', 'O', 'Se']"
BeH6(NF)2,5.8694,"['Be', 'F', 'H', 'N']"
BeH8(ClO2)2,5.6128,"['Be', 'Cl', 'H', 'O']"
BeH8(IO5)2,3.889199999999999,"['Be', 'H', 'I', 'O']"
BeH8(NF2)2,6.801,"['Be', 'F', 'H', 'N']"
BeH8(NO5)2,3.4834,"['Be', 'H', 'N', 'O']"
BeH8SO8,5.2009,"['Be', 'H', 'O', 'S']"
BeH8SeO8,4.1041,"['Be', 'H', 'O', 'Se']"
BeI2,4.1443,"['Be', 'I']"
BeNbRu2,0.0,"['Be', 'Nb', 'Ru']"
BeNi,0.0,"['Be', 'Ni']"
BeO,7.463900000000001,"['Be', 'O']"
BeP2,0.836199999999999,"['Be', 'P']"
BeP2(HO)4,6.0155,"['Be', 'H', 'O', 'P']"
BePH4NO4,5.082699999999999,"['Be', 'H', 'N', 'O', 'P']"
BePd,0.0,"['Be', 'Pd']"
BePd2,0.0,"['Be', 'Pd']"
BePd3,0.0,"['Be', 'Pd']"
BeRh,0.0,"['Be', 'Rh']"
BeRu2W,0.0,"['Be', 'Ru', 'W']"
BeS,3.1453,"['Be', 'S']"
BeSO4,6.9502,"['Be', 'O', 'S']"
BeSe,2.663699999999999,"['Be', 'Se']"
BeSiAs2,1.0226,"['As', 'Be', 'Si']"
BeSiIr2,0.0,"['Be', 'Ir', 'Si']"
BeSiN2,5.1459,"['Be', 'N', 'Si']"
BeSiNi2,0.0,"['Be', 'Ni', 'Si']"
BeSiOs2,0.0,"['Be', 'Os', 'Si']"
BeSiP2,1.1502,"['Be', 'P', 'Si']"
BeSiRh2,0.0,"['Be', 'Rh', 'Si']"
BeSiRu2,0.0,"['Be', 'Ru', 'Si']"
BeSnAs2,0.6936999999999991,"['As', 'Be', 'Sn']"
BeTe,2.017299999999999,"['Be', 'Te']"
BeTl2F4,4.4341,"['Be', 'F', 'Tl']"
BeTlAsO4,3.685099999999999,"['As', 'Be', 'O', 'Tl']"
BeTlPO4,4.0851,"['Be', 'O', 'P', 'Tl']"
BeVCo2,0.0,"['Be', 'Co', 'V']"
BeVFe2,0.0,"['Be', 'Fe', 'V']"
BeVOs2,0.0,"['Be', 'Os', 'V']"
BeVRu2,0.0,"['Be', 'Ru', 'V']"
Bi,0.0,['Bi']
Bi(BO2)3,3.858599999999999,"['B', 'Bi', 'O']"
Bi(IO3)3,3.0259,"['Bi', 'I', 'O']"
Bi(Mo2Cl5)3,2.133299999999999,"['Bi', 'Cl', 'Mo']"
Bi(PO3)3,4.6172,"['Bi', 'O', 'P']"
Bi(PdO2)2,0.0,"['Bi', 'O', 'Pd']"
Bi(W2Cl5)3,1.9545000000000001,"['Bi', 'Cl', 'W']"
Bi10(MoO8)3,2.6912000000000003,"['Bi', 'Mo', 'O']"
Bi12Rh3Br2,0.0,"['Bi', 'Br', 'Rh']"
Bi12Rh3Cl2,0.0,"['Bi', 'Cl', 'Rh']"
Bi14MoO24,2.6318,"['Bi', 'Mo', 'O']"
Bi14SO24,2.706699999999999,"['Bi', 'O', 'S']"
Bi15AsO25,2.2346,"['As', 'Bi', 'O']"
Bi2(MoO4)3,2.717,"['Bi', 'Mo', 'O']"
Bi2(PSe3)3,1.3635,"['Bi', 'P', 'Se']"
Bi2(PbS2)3,0.5274999999999991,"['Bi', 'Pb', 'S']"
Bi2(S2O7)3,4.0708,"['Bi', 'O', 'S']"
Bi2(SO4)3,4.177,"['Bi', 'O', 'S']"
Bi2(SeO3)3,3.4553000000000003,"['Bi', 'O', 'Se']"
Bi24Cl10O31,2.1764,"['Bi', 'Cl', 'O']"
Bi2Au5F21,1.2285,"['Au', 'Bi', 'F']"
Bi2AuO5,0.0,"['Au', 'Bi', 'O']"
Bi2CO5,2.4505999999999992,"['Bi', 'C', 'O']"
Bi2H18C3(IN)9,2.786,"['Bi', 'C', 'H', 'I', 'N']"
Bi2I4O13,3.0737,"['Bi', 'I', 'O']"
Bi2Ir,0.0,"['Bi', 'Ir']"
Bi2Ir2O7,0.0,"['Bi', 'Ir', 'O']"
Bi2Mo2O9,2.88,"['Bi', 'Mo', 'O']"
Bi2Mo2Se2O13,2.8105,"['Bi', 'Mo', 'O', 'Se']"
Bi2MoO6,2.129299999999999,"['Bi', 'Mo', 'O']"
Bi2O3,2.194499999999999,"['Bi', 'O']"
Bi2Os2O7,0.0,"['Bi', 'O', 'Os']"
Bi2P4O13,4.5172,"['Bi', 'O', 'P']"
Bi2PbSe4,0.4549,"['Bi', 'Pb', 'Se']"
Bi2Pd3PtO8,0.0,"['Bi', 'O', 'Pd', 'Pt']"
Bi2Pd3S2,0.0,"['Bi', 'Pd', 'S']"
Bi2Pd3Se2,0.0,"['Bi', 'Pd', 'Se']"
Bi2Pd5,0.0,"['Bi', 'Pd']"
Bi2PdO4,0.49819999999999903,"['Bi', 'O', 'Pd']"
Bi2PdPt,0.0,"['Bi', 'Pd', 'Pt']"
Bi2Pt,0.0,"['Bi', 'Pt']"
Bi2Pt2O7,0.7805000000000001,"['Bi', 'O', 'Pt']"
Bi2Rh,0.0,"['Bi', 'Rh']"
Bi2Rh2O7,0.0,"['Bi', 'O', 'Rh']"
Bi2Rh3S2,0.0,"['Bi', 'Rh', 'S']"
Bi2Ru2O7,0.0,"['Bi', 'O', 'Ru']"
Bi2S2O,0.9401,"['Bi', 'O', 'S']"
Bi2S3,1.361799999999999,"['Bi', 'S']"
Bi2SO2,0.8266,"['Bi', 'O', 'S']"
Bi2Se3,0.3769,"['Bi', 'Se']"
Bi2Se3O10,3.2263,"['Bi', 'O', 'Se']"
Bi2Se4Cl7,1.0179,"['Bi', 'Cl', 'Se']"
Bi2SeO2,0.36869999999999903,"['Bi', 'O', 'Se']"
Bi2SeO5,2.8422,"['Bi', 'O', 'Se']"
Bi2Te2O7,2.561199999999999,"['Bi', 'O', 'Te']"
Bi2Te2S,0.436799999999999,"['Bi', 'S', 'Te']"
Bi2Te2Se,0.544199999999999,"['Bi', 'Se', 'Te']"
Bi2Te3,0.3388,"['Bi', 'Te']"
Bi2Te4O11,2.828999999999999,"['Bi', 'O', 'Te']"
Bi2Te7Cl8,0.8311000000000001,"['Bi', 'Cl', 'Te']"
Bi2TeIClO8,2.816799999999999,"['Bi', 'Cl', 'I', 'O', 'Te']"
Bi2TeO2,0.0,"['Bi', 'O', 'Te']"
Bi2TeO5,2.4275,"['Bi', 'O', 'Te']"
Bi2TeO6,1.259299999999999,"['Bi', 'O', 'Te']"
Bi2WO6,1.913999999999999,"['Bi', 'O', 'W']"
Bi3(TeCl5)2,1.2582,"['Bi', 'Cl', 'Te']"
Bi3BrO4,0.9257999999999991,"['Bi', 'Br', 'O']"
Bi3ClO4,0.6355000000000001,"['Bi', 'Cl', 'O']"
Bi3IO4,1.075599999999999,"['Bi', 'I', 'O']"
Bi3Ir3O11,0.0,"['Bi', 'Ir', 'O']"
Bi3PO7,2.3229,"['Bi', 'O', 'P']"
Bi3PO7,2.5842,"['Bi', 'O', 'P']"
Bi3Pt3O11,0.0,"['Bi', 'O', 'Pt']"
Bi3Ru3O11,0.0,"['Bi', 'O', 'Ru']"
Bi3SbO7,2.168599999999999,"['Bi', 'O', 'Sb']"
Bi4Au2O9,0.7795000000000001,"['Au', 'Bi', 'O']"
Bi4B2O9,2.8354,"['B', 'Bi', 'O']"
Bi4BPO10,2.8219000000000003,"['B', 'Bi', 'O', 'P']"
Bi4Br2O5,2.651699999999999,"['Bi', 'Br', 'O']"
Bi4I2O5,2.3625,"['Bi', 'I', 'O']"
Bi4O7,0.9108,"['Bi', 'O']"
Bi4RuBr2,0.5357000000000001,"['Bi', 'Br', 'Ru']"
Bi4RuI2,0.165,"['Bi', 'I', 'Ru']"
Bi5NO10,2.6161,"['Bi', 'N', 'O']"
Bi6As4PbO20,2.9694000000000003,"['As', 'Bi', 'O', 'Pb']"
Bi6Cl3O7F,2.8698,"['Bi', 'Cl', 'F', 'O']"
Bi6P4PbO20,3.333199999999999,"['Bi', 'O', 'P', 'Pb']"
Bi6PtCl10,1.612499999999999,"['Bi', 'Cl', 'Pt']"
Bi7O5F11,3.9069000000000003,"['Bi', 'F', 'O']"
Bi8AsAuCl9,1.385199999999999,"['As', 'Au', 'Bi', 'Cl']"
Bi9Ir2I3,0.5545,"['Bi', 'I', 'Ir']"
BiAsO4,2.8719,"['As', 'Bi', 'O']"
BiAuCl6,1.5926,"['Au', 'Bi', 'Cl']"
BiBO3,3.0096,"['B', 'Bi', 'O']"
BiBPbO4,2.8773,"['B', 'Bi', 'O', 'Pb']"
BiBr3,2.8826,"['Bi', 'Br']"
BiBrO,2.2251,"['Bi', 'Br', 'O']"
BiCl3,3.3934,"['Bi', 'Cl']"
BiClO,2.5681000000000003,"['Bi', 'Cl', 'O']"
BiF3,4.6808,"['Bi', 'F']"
BiF5,1.8137999999999992,"['Bi', 'F']"
BiI3,2.5349,"['Bi', 'I']"
BiIO,1.472999999999999,"['Bi', 'I', 'O']"
BiIO4,2.3939999999999992,"['Bi', 'I', 'O']"
BiIrS,0.6889999999999991,"['Bi', 'Ir', 'S']"
BiIrSe,0.5346000000000001,"['Bi', 'Ir', 'Se']"
BiKrF7,2.3847,"['Bi', 'F', 'Kr']"
BiO2,1.1596,"['Bi', 'O']"
BiOF,3.7632,"['Bi', 'F', 'O']"
BiP3(PbO4)3,3.6994,"['Bi', 'O', 'P', 'Pb']"
BiP4HO12,4.9887,"['Bi', 'H', 'O', 'P']"
BiP5O14,5.0993,"['Bi', 'O', 'P']"
BiPO4,3.7758000000000003,"['Bi', 'O', 'P']"
BiPPbO5,3.3519,"['Bi', 'O', 'P', 'Pb']"
BiPS4,1.5094,"['Bi', 'P', 'S']"
BiPbBrO2,1.510199999999998,"['Bi', 'Br', 'O', 'Pb']"
BiPbClO2,2.073699999999999,"['Bi', 'Cl', 'O', 'Pb']"
BiPbIO2,1.7164000000000001,"['Bi', 'I', 'O', 'Pb']"
BiPd,0.0,"['Bi', 'Pd']"
BiPd3,0.0,"['Bi', 'Pd']"
BiPdSe,0.0,"['Bi', 'Pd', 'Se']"
BiPt,0.0,"['Bi', 'Pt']"
BiPtSe,0.0,"['Bi', 'Pt', 'Se']"
BiRh,0.0,"['Bi', 'Rh']"
BiRhS,0.34039999999999904,"['Bi', 'Rh', 'S']"
BiRhSe,0.23799999999999902,"['Bi', 'Rh', 'Se']"
BiSBr,2.032,"['Bi', 'Br', 'S']"
BiSCl,1.9636,"['Bi', 'Cl', 'S']"
BiSb,0.1101,"['Bi', 'Sb']"
BiSb3(PO4)6,2.2741,"['Bi', 'O', 'P', 'Sb']"
BiSb3F20,2.1691,"['Bi', 'F', 'Sb']"
BiSbO4,2.4246,"['Bi', 'O', 'Sb']"
BiSeCl,1.8404,"['Bi', 'Cl', 'Se']"
BiSeClO3,3.527199999999999,"['Bi', 'Cl', 'O', 'Se']"
BiTeBr,1.2364,"['Bi', 'Br', 'Te']"
BiTeCl,1.5135,"['Bi', 'Cl', 'Te']"
BiTeI,1.2325,"['Bi', 'I', 'Te']"
BiTeIr,0.46079999999999904,"['Bi', 'Ir', 'Te']"
BiTeNO6,2.8005,"['Bi', 'N', 'O', 'Te']"
BiTeO4,2.2024,"['Bi', 'O', 'Te']"
BiTePd,0.0,"['Bi', 'Pd', 'Te']"
BiTePt,0.0,"['Bi', 'Pt', 'Te']"
BiTeRh,0.162,"['Bi', 'Rh', 'Te']"
Br,1.687399999999999,['Br']
Br,1.3261999999999992,['Br']
Br2O3,1.7587000000000002,"['Br', 'O']"
Br3N(O2F5)2,1.5015,"['Br', 'F', 'N', 'O']"
BrCl,1.783,"['Br', 'Cl']"
BrCl,1.7759,"['Br', 'Cl']"
BrF3,2.211,"['Br', 'F']"
BrF5,3.4507,"['Br', 'F']"
BrNO3,2.208,"['Br', 'N', 'O']"
BrO2F,2.897999999999999,"['Br', 'F', 'O']"
C,1.376199999999999,['C']
C(Se2Br)2,1.5997,"['Br', 'C', 'Se']"
CBr4,2.9265,"['Br', 'C']"
CCl4,4.5103,"['C', 'Cl']"
CF4,9.0653,"['C', 'F']"
CO2,6.6332,"['C', 'O']"
Ca,0.0,['Ca']
Ca(AgO2)2,0.9283000000000001,"['Ag', 'Ca', 'O']"
Ca(Al2Cu)4,0.0,"['Al', 'Ca', 'Cu']"
Ca(Al2Fe)4,0.0,"['Al', 'Ca', 'Fe']"
Ca(Al4Co)2,0.0,"['Al', 'Ca', 'Co']"
Ca(AlCl4)2,5.421399999999999,"['Al', 'Ca', 'Cl']"
Ca(AlGa)2,0.0,"['Al', 'Ca', 'Ga']"
Ca(AlGe)2,0.0,"['Al', 'Ca', 'Ge']"
Ca(AlS2)2,3.4146,"['Al', 'Ca', 'S']"
Ca(AlSe2)2,2.8458,"['Al', 'Ca', 'Se']"
Ca(AlSi)2,0.0,"['Al', 'Ca', 'Si']"
Ca(AlZn)2,0.0,"['Al', 'Ca', 'Zn']"
Ca(As2Rh3)2,0.0,"['As', 'Ca', 'Rh']"
Ca(AsO3)2,3.3115,"['As', 'Ca', 'O']"
Ca(AsRu)2,0.0,"['As', 'Ca', 'Ru']"
Ca(AuF6)2,1.5298999999999991,"['Au', 'Ca', 'F']"
Ca(AuO2)2,1.6618,"['Au', 'Ca', 'O']"
Ca(B2Pt3)2,0.0,"['B', 'Ca', 'Pt']"
Ca(B3O5)2,5.8260000000000005,"['B', 'Ca', 'O']"
Ca(BC)2,0.475099999999999,"['B', 'C', 'Ca']"
Ca(BH)12,4.8911,"['B', 'Ca', 'H']"
Ca(BH4)2,4.9736,"['B', 'Ca', 'H']"
Ca(BIr)2,0.0,"['B', 'Ca', 'Ir']"
Ca(BO2)2,6.2272,"['B', 'Ca', 'O']"
Ca(BRh)2,0.0,"['B', 'Ca', 'Rh']"
Ca(BeAs)2,0.6613999999999991,"['As', 'Be', 'Ca']"
Ca(BeN)2,2.0774,"['Be', 'Ca', 'N']"
Ca(BeP)2,0.7359,"['Be', 'Ca', 'P']"
Ca(BiO2)2,2.6093,"['Bi', 'Ca', 'O']"
Ca(CdAs)2,0.216399999999999,"['As', 'Ca', 'Cd']"
Ca(CdAu2)2,0.0,"['Au', 'Ca', 'Cd']"
Ca(CdP)2,0.8195999999999991,"['Ca', 'Cd', 'P']"
Ca(CdSb)2,0.10200000000000001,"['Ca', 'Cd', 'Sb']"
Ca(ClO3)2,4.7579,"['Ca', 'Cl', 'O']"
Ca(CoAs)2,0.0,"['As', 'Ca', 'Co']"
Ca(CoGe)2,0.0,"['Ca', 'Co', 'Ge']"
Ca(CoO2)2,1.6139000000000001,"['Ca', 'Co', 'O']"
Ca(CoO2)4,0.0,"['Ca', 'Co', 'O']"
Ca(CoP)2,0.0,"['Ca', 'Co', 'P']"
Ca(CoSi)2,0.0,"['Ca', 'Co', 'Si']"
Ca(Cu2As)2,0.0,"['As', 'Ca', 'Cu']"
Ca(Cu2P)2,0.0,"['Ca', 'Cu', 'P']"
Ca(CuGe)2,0.0,"['Ca', 'Cu', 'Ge']"
Ca(CuO2)2,0.6713,"['Ca', 'Cu', 'O']"
Ca(CuSi)2,0.0,"['Ca', 'Cu', 'Si']"
Ca(CuSn)2,0.0,"['Ca', 'Cu', 'Sn']"
Ca(ErS2)2,1.5692,"['Ca', 'Er', 'S']"
Ca(FeAs)2,0.0,"['As', 'Ca', 'Fe']"
Ca(FeP)2,0.0,"['Ca', 'Fe', 'P']"
Ca(FeSb3)4,0.0,"['Ca', 'Fe', 'Sb']"
Ca(Ga3Te5)2,0.7370000000000001,"['Ca', 'Ga', 'Te']"
Ca(GaAs)2,0.681,"['As', 'Ca', 'Ga']"
Ca(GaP)2,0.1778,"['Ca', 'Ga', 'P']"
Ca(GaS2)2,2.747099999999999,"['Ca', 'Ga', 'S']"
Ca(GaSe2)2,1.922499999999999,"['Ca', 'Ga', 'Se']"
Ca(GeIr)2,0.0,"['Ca', 'Ge', 'Ir']"
Ca(GePd)2,0.0,"['Ca', 'Ge', 'Pd']"
Ca(GePt)2,0.0,"['Ca', 'Ge', 'Pt']"
Ca(GePt)2,0.0,"['Ca', 'Ge', 'Pt']"
Ca(GeRh)2,0.0,"['Ca', 'Ge', 'Rh']"
Ca(GeRu)2,0.0,"['Ca', 'Ge', 'Ru']"
Ca(H2N)2,2.6985,"['Ca', 'H', 'N']"
Ca(HO)2,4.1119,"['Ca', 'H', 'O']"
Ca(HoS2)2,1.552699999999999,"['Ca', 'Ho', 'S']"
Ca(IO3)2,3.5614,"['Ca', 'I', 'O']"
Ca(InP)2,0.40850000000000003,"['Ca', 'In', 'P']"
Ca(La2Se3)4,0.0,"['Ca', 'La', 'Se']"
Ca(LuS2)2,1.5804,"['Ca', 'Lu', 'S']"
Ca(MgAs)2,1.2605,"['As', 'Ca', 'Mg']"
Ca(MgBi)2,0.38860000000000006,"['Bi', 'Ca', 'Mg']"
Ca(MgSb)2,0.7931,"['Ca', 'Mg', 'Sb']"
Ca(MnGe)2,0.0,"['Ca', 'Ge', 'Mn']"
Ca(Mo3S4)2,0.0,"['Ca', 'Mo', 'S']"
Ca(NO3)2,3.6398,"['Ca', 'N', 'O']"
Ca(Ni2B)6,0.0,"['B', 'Ca', 'Ni']"
Ca(Ni2Sn)2,0.0,"['Ca', 'Ni', 'Sn']"
Ca(NiAs)2,0.0,"['As', 'Ca', 'Ni']"
Ca(NiGe)2,0.0,"['Ca', 'Ge', 'Ni']"
Ca(NiO2)2,0.0,"['Ca', 'Ni', 'O']"
Ca(NiP)2,0.0,"['Ca', 'Ni', 'P']"
Ca(PIr)2,0.494299999999999,"['Ca', 'Ir', 'P']"
Ca(PO3)2,5.4963,"['Ca', 'O', 'P']"
Ca(PPd)2,0.0,"['Ca', 'P', 'Pd']"
Ca(PRh)2,0.0,"['Ca', 'P', 'Rh']"
Ca(PRu)2,0.0,"['Ca', 'P', 'Ru']"
Ca(RhO2)2,0.823399999999999,"['Ca', 'O', 'Rh']"
Ca(Sb3Os)4,0.0,"['Ca', 'Os', 'Sb']"
Ca(SbO3)2,2.6942999999999993,"['Ca', 'O', 'Sb']"
Ca(ScS2)2,1.286299999999998,"['Ca', 'S', 'Sc']"
Ca(SiAu)2,0.0,"['Au', 'Ca', 'Si']"
Ca(SiNi)2,0.0,"['Ca', 'Ni', 'Si']"
Ca(SiPd)2,0.0,"['Ca', 'Pd', 'Si']"
Ca(SiRh)2,0.0,"['Ca', 'Rh', 'Si']"
Ca(TiS2)4,0.0,"['Ca', 'S', 'Ti']"
Ca(TiS2)8,0.0,"['Ca', 'S', 'Ti']"
Ca(TmS2)2,1.567899999999999,"['Ca', 'S', 'Tm']"
Ca(YS2)2,1.5361,"['Ca', 'S', 'Y']"
Ca(ZnAs)2,0.38730000000000003,"['As', 'Ca', 'Zn']"
Ca(ZnN)2,0.6376000000000001,"['Ca', 'N', 'Zn']"
Ca(ZnP)2,0.875,"['Ca', 'P', 'Zn']"
