formula,band_gap,elements
Sc2RuPt,0.0,"['Pt', 'Ru', 'Sc']"
Sc2RuRh,0.0,"['Rh', 'Ru', 'Sc']"
Sc2S3,1.034999999999999,"['S', 'Sc']"
Sc2SO2,2.0102,"['O', 'S', 'Sc']"
Sc2Sb,0.0,"['Sb', 'Sc']"
Sc2Se3,0.625799999999999,"['Sc', 'Se']"
Sc2Se3O10,3.6378,"['O', 'Sc', 'Se']"
Sc2Si2O7,4.2788,"['O', 'Sc', 'Si']"
Sc2Si2Pt3,0.0,"['Pt', 'Sc', 'Si']"
Sc2Si4Mo3,0.0,"['Mo', 'Sc', 'Si']"
Sc2Si4W3,0.0,"['Sc', 'Si', 'W']"
Sc2SiB2Ir5,0.0,"['B', 'Ir', 'Sc', 'Si']"
Sc2Te,0.0,"['Sc', 'Te']"
Sc2Te3,0.0033000000000000004,"['Sc', 'Te']"
Sc2Te5O13,3.029,"['O', 'Sc', 'Te']"
Sc2TeO6,2.8970000000000002,"['O', 'Sc', 'Te']"
Sc2Ti2O7,3.5737,"['O', 'Sc', 'Ti']"
Sc2TiB2Ir5,0.0,"['B', 'Ir', 'Sc', 'Ti']"
Sc2TiO5,3.1323,"['O', 'Sc', 'Ti']"
Sc2TlAg,0.0,"['Ag', 'Sc', 'Tl']"
Sc2TlCd,0.0,"['Cd', 'Sc', 'Tl']"
Sc2TlCu3S5,1.048899999999999,"['Cu', 'S', 'Sc', 'Tl']"
Sc2TlHg,0.0,"['Hg', 'Sc', 'Tl']"
Sc2TlZn,0.0,"['Sc', 'Tl', 'Zn']"
Sc2V3Ge4,0.0,"['Ge', 'Sc', 'V']"
Sc2V3Si4,0.0,"['Sc', 'Si', 'V']"
Sc2ZnAu,0.0,"['Au', 'Sc', 'Zn']"
Sc2ZnGa,0.0,"['Ga', 'Sc', 'Zn']"
Sc2ZnIr,0.0,"['Ir', 'Sc', 'Zn']"
Sc2ZnOs,0.0,"['Os', 'Sc', 'Zn']"
Sc2ZnPt,0.0,"['Pt', 'Sc', 'Zn']"
Sc2ZnRu,0.0,"['Ru', 'Sc', 'Zn']"
Sc3(CuGe)4,0.0,"['Cu', 'Ge', 'Sc']"
Sc3(CuSi)4,0.0,"['Cu', 'Sc', 'Si']"
Sc3(Ni10B3)2,0.0,"['B', 'Ni', 'Sc']"
Sc3(NiGe)4,0.0,"['Ge', 'Ni', 'Sc']"
Sc3(ReSi2)2,0.0,"['Re', 'Sc', 'Si']"
Sc3(Si2Ni)2,0.0,"['Ni', 'Sc', 'Si']"
Sc3(SiNi)4,0.0,"['Ni', 'Sc', 'Si']"
Sc36In5Co13,0.011899999999999002,"['Co', 'In', 'Sc']"
Sc39N34,0.0,"['N', 'Sc']"
Sc3Al,0.0,"['Al', 'Sc']"
Sc3AlC,0.0,"['Al', 'C', 'Sc']"
Sc3As2,0.0,"['As', 'Sc']"
Sc3B2Ir5,0.0167,"['B', 'Ir', 'Sc']"
Sc3B2Rh5,0.0,"['B', 'Rh', 'Sc']"
Sc3B5O12,3.727299999999999,"['B', 'O', 'Sc']"
Sc3BPb,0.0,"['B', 'Pb', 'Sc']"
Sc3C4,0.0,"['C', 'Sc']"
Sc3CoC4,0.0,"['C', 'Co', 'Sc']"
Sc3Fe2Si3,0.0,"['Fe', 'Sc', 'Si']"
Sc3FeC4,0.0,"['C', 'Fe', 'Sc']"
Sc3Ga2,0.0,"['Ga', 'Sc']"
Sc3Ga5,0.0,"['Ga', 'Sc']"
Sc3Ga5Co,0.0,"['Co', 'Ga', 'Sc']"
Sc3GaC,0.0,"['C', 'Ga', 'Sc']"
Sc3Hg,0.0,"['Hg', 'Sc']"
Sc3In,0.0,"['In', 'Sc']"
Sc3InC,0.0,"['C', 'In', 'Sc']"
Sc3InN,0.0,"['In', 'N', 'Sc']"
Sc3Mn3Al7Si5,0.0,"['Al', 'Mn', 'Sc', 'Si']"
Sc3NiC4,0.0,"['C', 'Ni', 'Sc']"
Sc3OsC4,0.0,"['C', 'Os', 'Sc']"
Sc3P,0.0,"['P', 'Sc']"
Sc3P2,0.0,"['P', 'Sc']"
Sc3PbC,0.0,"['C', 'Pb', 'Sc']"
Sc3RuC4,0.0,"['C', 'Ru', 'Sc']"
Sc3Si3Ir,0.0,"['Ir', 'Sc', 'Si']"
Sc3Si3Ni,0.0,"['Ni', 'Sc', 'Si']"
Sc3Si3Ni2,0.0,"['Ni', 'Sc', 'Si']"
Sc3Si3Pt,0.0,"['Pt', 'Sc', 'Si']"
Sc3Si3Rh,0.0,"['Rh', 'Sc', 'Si']"
Sc3Si3Ru,0.0,"['Ru', 'Sc', 'Si']"
Sc3Sn,0.0,"['Sc', 'Sn']"
Sc3SnB,0.0,"['B', 'Sc', 'Sn']"
Sc3SnC,0.0,"['C', 'Sc', 'Sn']"
Sc3Tl,0.0,"['Sc', 'Tl']"
Sc3TlC,0.0,"['C', 'Sc', 'Tl']"
Sc44Ir7,0.0,"['Ir', 'Sc']"
Sc44Os7,0.0,"['Os', 'Sc']"
Sc44Ru7,0.0,"['Ru', 'Sc']"
Sc4B12Rh17,0.0,"['B', 'Rh', 'Sc']"
Sc4BCl6,0.0,"['B', 'Cl', 'Sc']"
Sc4C3,0.32870000000000005,"['C', 'Sc']"
Sc4Co4Ge7,0.0,"['Co', 'Ge', 'Sc']"
Sc4Co7Ge6,0.0,"['Co', 'Ge', 'Sc']"
Sc4FeBr5,0.47929999999999906,"['Br', 'Fe', 'Sc']"
Sc4FeCl5,0.5076,"['Cl', 'Fe', 'Sc']"
Sc4Ge6Ir7,0.0,"['Ge', 'Ir', 'Sc']"
Sc4Ge6Rh7,0.0,"['Ge', 'Rh', 'Sc']"
Sc4Mn4Si7,0.0,"['Mn', 'Sc', 'Si']"
Sc4NCl6,0.0,"['Cl', 'N', 'Sc']"
Sc4OsCl4,0.647999999999999,"['Cl', 'Os', 'Sc']"
Sc4Si2Pt7,0.0,"['Pt', 'Sc', 'Si']"
Sc4Si6Ir7,0.0,"['Ir', 'Sc', 'Si']"
Sc4TaFe19P12,0.0,"['Fe', 'P', 'Sc', 'Ta']"
Sc5(Co2Si5)2,0.0,"['Co', 'Sc', 'Si']"
Sc5(CoSn3)6,0.007099999999999,"['Co', 'Sc', 'Sn']"
Sc5(In2Co)2,0.0,"['Co', 'In', 'Sc']"
Sc5(In2Rh)2,0.0,"['In', 'Rh', 'Sc']"
Sc5(NiTe)2,0.0,"['Ni', 'Sc', 'Te']"
Sc5(Re2Si3)4,0.0,"['Re', 'Sc', 'Si']"
Sc5(Si5Ir2)2,0.0,"['Ir', 'Sc', 'Si']"
Sc50In3Rh13,0.0,"['In', 'Rh', 'Sc']"
Sc57Pt13,0.1028,"['Pt', 'Sc']"
Sc57Rh13,0.0038000000000000004,"['Rh', 'Sc']"
Sc57Ru13,0.020799999999999003,"['Ru', 'Sc']"
Sc5As3,0.0,"['As', 'Sc']"
Sc5Bi3,0.0,"['Bi', 'Sc']"
Sc5Cl8,0.0,"['Cl', 'Sc']"
Sc5Ge3,0.0,"['Ge', 'Sc']"
Sc5Ge4,0.0,"['Ge', 'Sc']"
Sc5IrCl9,0.21809999999999902,"['Cl', 'Ir', 'Sc']"
Sc5OsCl9,0.0,"['Cl', 'Os', 'Sc']"
Sc5P12Ir19,0.0,"['Ir', 'P', 'Sc']"
Sc5Pb3,0.0,"['Pb', 'Sc']"
Sc5Re24,0.0,"['Re', 'Sc']"
Sc5Re2C7,0.0,"['C', 'Re', 'Sc']"
Sc5RuCl9,0.0,"['Cl', 'Ru', 'Sc']"
Sc5Sb3,0.0,"['Sb', 'Sc']"
Sc5Si3,0.0,"['Sc', 'Si']"
Sc5Si7Pt9,0.0,"['Pt', 'Sc', 'Si']"
Sc5Sn3,0.0,"['Sc', 'Sn']"
Sc6Al16Ir7,0.0,"['Al', 'Ir', 'Sc']"
Sc6Al16Os7,0.0,"['Al', 'Os', 'Sc']"
Sc6Al16Pd7,0.0,"['Al', 'Pd', 'Sc']"
Sc6Al16Rh7,0.0,"['Al', 'Rh', 'Sc']"
Sc6C2I11,0.37409999999999904,"['C', 'I', 'Sc']"
Sc6Co16Si7,0.0,"['Co', 'Sc', 'Si']"
Sc6CoTe2,0.0,"['Co', 'Sc', 'Te']"
Sc6FeSb2,0.0,"['Fe', 'Sb', 'Sc']"
Sc6FeTe2,0.0,"['Fe', 'Sc', 'Te']"
Sc6Ga16Ir7,0.0,"['Ga', 'Ir', 'Sc']"
Sc6Ga16Ru7,0.0,"['Ga', 'Ru', 'Sc']"
Sc6InCo2,0.0,"['Co', 'In', 'Sc']"
Sc6MnTe2,0.0,"['Mn', 'Sc', 'Te']"
Sc6N2O5,0.0,"['N', 'O', 'Sc']"
Sc6Ni16Ge7,0.0,"['Ge', 'Ni', 'Sc']"
Sc6Ni18Ge11,0.0,"['Ge', 'Ni', 'Sc']"
Sc6NiTe2,0.0,"['Ni', 'Sc', 'Te']"
Sc6Pb5,0.0,"['Pb', 'Sc']"
Sc6Si11Ni18,0.0,"['Ni', 'Sc', 'Si']"
Sc6Si7Ni16,0.0,"['Ni', 'Sc', 'Si']"
Sc6Sn5,0.0,"['Sc', 'Sn']"
Sc7As3,0.0,"['As', 'Sc']"
Sc7BCl12,0.0,"['B', 'Cl', 'Sc']"
Sc7CBr12,0.0,"['Br', 'C', 'Sc']"
Sc7CI12,0.0,"['C', 'I', 'Sc']"
Sc7Cl10,0.0,"['Cl', 'Sc']"
Sc7CoBr12,0.216699999999999,"['Br', 'Co', 'Sc']"
Sc7CoCl12,0.18800000000000003,"['Cl', 'Co', 'Sc']"
Sc7CoI12,0.2411,"['Co', 'I', 'Sc']"
Sc7NiBr12,0.148399999999999,"['Br', 'Ni', 'Sc']"
Sc8B8As3Rh20,0.0,"['As', 'B', 'Rh', 'Sc']"
Sc9Te2,0.0,"['Sc', 'Te']"
ScAg,0.0,"['Ag', 'Sc']"
ScAg(PS3)2,2.032499999999999,"['Ag', 'P', 'S', 'Sc']"
ScAg(PSe3)2,1.6441,"['Ag', 'P', 'Sc', 'Se']"
ScAg2,0.0,"['Ag', 'Sc']"
ScAg4,0.0,"['Ag', 'Sc']"
ScAgGe,0.0,"['Ag', 'Ge', 'Sc']"
ScAgO2,2.1264,"['Ag', 'O', 'Sc']"
ScAgS2,1.2377999999999991,"['Ag', 'S', 'Sc']"
ScAgSn,0.0,"['Ag', 'Sc', 'Sn']"
ScAl,0.0,"['Al', 'Sc']"
ScAl2,0.0,"['Al', 'Sc']"
ScAl2Ni,0.0,"['Al', 'Ni', 'Sc']"
ScAl3,0.0,"['Al', 'Sc']"
ScAlAg2,0.0,"['Ag', 'Al', 'Sc']"
ScAlAu,0.0,"['Al', 'Au', 'Sc']"
ScAlAu,0.0,"['Al', 'Au', 'Sc']"
ScAlCO,1.216699999999999,"['Al', 'C', 'O', 'Sc']"
ScAlCo2,0.0,"['Al', 'Co', 'Sc']"
ScAlCu2,0.0,"['Al', 'Cu', 'Sc']"
ScAlFe,0.0,"['Al', 'Fe', 'Sc']"
ScAlGe,0.0,"['Al', 'Ge', 'Sc']"
ScAlIr2,0.0,"['Al', 'Ir', 'Sc']"
ScAlNi2,0.0,"['Al', 'Ni', 'Sc']"
ScAlPd2,0.0,"['Al', 'Pd', 'Sc']"
ScAlRh2,0.0,"['Al', 'Rh', 'Sc']"
ScAs,0.0,"['As', 'Sc']"
ScAsO4,3.5491,"['As', 'O', 'Sc']"
ScAu,0.0,"['Au', 'Sc']"
ScAu2,0.0,"['Au', 'Sc']"
ScAu4,0.0,"['Au', 'Sc']"
ScB12,0.0,"['B', 'Sc']"
ScB2,0.0,"['B', 'Sc']"
ScB2Os,0.0,"['B', 'Os', 'Sc']"
ScB4Ir3,0.0,"['B', 'Ir', 'Sc']"
ScBIr3,0.0,"['B', 'Ir', 'Sc']"
ScBO3,4.118,"['B', 'O', 'Sc']"
ScBRh3,0.0,"['B', 'Rh', 'Sc']"
ScBe13,0.0,"['Be', 'Sc']"
ScBe5,0.0,"['Be', 'Sc']"
ScBi,0.0,"['Bi', 'Sc']"
ScBi3(MoO6)2,2.8937,"['Bi', 'Mo', 'O', 'Sc']"
ScBiPd,0.0,"['Bi', 'Pd', 'Sc']"
ScBr3,2.2256,"['Br', 'Sc']"
ScBrO,3.236,"['Br', 'O', 'Sc']"
ScCd,0.0,"['Cd', 'Sc']"
ScCd3,0.0,"['Cd', 'Sc']"
ScCd7,0.0,"['Cd', 'Sc']"
ScCdAg2,0.0,"['Ag', 'Cd', 'Sc']"
ScCdHg2,0.0,"['Cd', 'Hg', 'Sc']"
ScCdNi4,0.0,"['Cd', 'Ni', 'Sc']"
ScCdPd2,0.0,"['Cd', 'Pd', 'Sc']"
ScCdRh2,0.0,"['Cd', 'Rh', 'Sc']"
ScCl3,3.8723,"['Cl', 'Sc']"
ScCo,0.0,"['Co', 'Sc']"
ScCo2,0.0,"['Co', 'Sc']"
ScCo2Sn,0.0,"['Co', 'Sc', 'Sn']"
ScCo3B2,0.0,"['B', 'Co', 'Sc']"
ScCo5P3,0.0,"['Co', 'P', 'Sc']"
ScCoB4,0.0,"['B', 'Co', 'Sc']"
ScCoC2,0.0,"['C', 'Co', 'Sc']"
ScCoGe,0.0,"['Co', 'Ge', 'Sc']"
ScCoP,0.0,"['Co', 'P', 'Sc']"
ScCoSi,0.0,"['Co', 'Sc', 'Si']"
ScCr2Ag(H2O5)2,1.7683,"['Ag', 'Cr', 'H', 'O', 'Sc']"
ScCrC2,0.0,"['C', 'Cr', 'Sc']"
ScCrGe2,0.0,"['Cr', 'Ge', 'Sc']"
ScCu,0.0,"['Cu', 'Sc']"
ScCu2,0.0,"['Cu', 'Sc']"
ScCuGe,0.0,"['Cu', 'Ge', 'Sc']"
ScCuO2,2.3309,"['Cu', 'O', 'Sc']"
ScCuS2,0.8709000000000001,"['Cu', 'S', 'Sc']"
ScCuSe2,0.6646000000000001,"['Cu', 'Sc', 'Se']"
ScCuSi,0.0,"['Cu', 'Sc', 'Si']"
ScCuSn,0.0,"['Cu', 'Sc', 'Sn']"
ScF3,6.105700000000001,"['F', 'Sc']"
ScFe2,0.0,"['Fe', 'Sc']"
ScFe2BO5,3.198899999999999,"['B', 'Fe', 'O', 'Sc']"
ScFeB4,0.0,"['B', 'Fe', 'Sc']"
ScFeGe,0.0,"['Fe', 'Ge', 'Sc']"
ScFeGe2,0.0,"['Fe', 'Ge', 'Sc']"
ScFeSi,0.0,"['Fe', 'Sc', 'Si']"
ScGa,0.0,"['Ga', 'Sc']"
ScGa2,0.0,"['Ga', 'Sc']"
ScGa2Ni,0.0,"['Ga', 'Ni', 'Sc']"
ScGa3,0.0,"['Ga', 'Sc']"
ScGa5Co,0.0,"['Co', 'Ga', 'Sc']"
ScGa5Ni,0.0,"['Ga', 'Ni', 'Sc']"
ScGaCu,0.0,"['Cu', 'Ga', 'Sc']"
ScGaCu2,0.0,"['Cu', 'Ga', 'Sc']"
ScGaIr2,0.0,"['Ga', 'Ir', 'Sc']"
ScGaNi,0.0,"['Ga', 'Ni', 'Sc']"
ScGaNi2,0.0,"['Ga', 'Ni', 'Sc']"
ScGaPd,0.0,"['Ga', 'Pd', 'Sc']"
ScGaPd2,0.0,"['Ga', 'Pd', 'Sc']"
ScGaPt,0.0,"['Ga', 'Pt', 'Sc']"
ScGaRh2,0.0,"['Ga', 'Rh', 'Sc']"
ScGaRu2,0.0,"['Ga', 'Ru', 'Sc']"
ScGe,0.0,"['Ge', 'Sc']"
ScGe2Os,0.0,"['Ge', 'Os', 'Sc']"
ScGe2Ru,0.0,"['Ge', 'Ru', 'Sc']"
ScGeAu,0.0,"['Au', 'Ge', 'Sc']"
ScGeIr,0.0,"['Ge', 'Ir', 'Sc']"
ScGeOs,0.0,"['Ge', 'Os', 'Sc']"
ScGePd,0.0,"['Ge', 'Pd', 'Sc']"
ScGePt,0.0,"['Ge', 'Pt', 'Sc']"
ScGeRh,0.0,"['Ge', 'Rh', 'Sc']"
ScGeRu,0.0,"['Ge', 'Ru', 'Sc']"
ScH11(BrO3)2,4.143599999999999,"['Br', 'H', 'O', 'Sc']"
ScH11(IO3)2,3.2116,"['H', 'I', 'O', 'Sc']"
ScH13Cl2O7,4.8615,"['Cl', 'H', 'O', 'Sc']"
ScH2,0.0,"['H', 'Sc']"
ScH3(ClO5)2,4.1244,"['Cl', 'H', 'O', 'Sc']"
ScH3Br3N,3.1435,"['Br', 'H', 'N', 'Sc']"
ScH3NCl3,3.8496,"['Cl', 'H', 'N', 'Sc']"
ScH6Br3N2,3.079799999999999,"['Br', 'H', 'N', 'Sc']"
ScH6N2Cl3,3.8855,"['Cl', 'H', 'N', 'Sc']"
ScH7(NO5)2,3.5835,"['H', 'N', 'O', 'Sc']"
ScHCl,0.0,"['Cl', 'H', 'Sc']"
ScHO2,4.4857,"['H', 'O', 'Sc']"
ScHg,0.0,"['Hg', 'Sc']"
ScHg3,0.0,"['Hg', 'Sc']"
ScI3,1.6942,"['I', 'Sc']"
ScIO,1.9603000000000002,"['I', 'O', 'Sc']"
ScIn,0.0,"['In', 'Sc']"
ScIn2,0.0,"['In', 'Sc']"
ScIn3,0.0,"['In', 'Sc']"
ScInAg2,0.0,"['Ag', 'In', 'Sc']"
ScInCu4,0.0,"['Cu', 'In', 'Sc']"
ScInIr2,0.0,"['In', 'Ir', 'Sc']"
ScInNi2,0.0,"['In', 'Ni', 'Sc']"
ScInNi4,0.0,"['In', 'Ni', 'Sc']"
ScInPd2,0.0,"['In', 'Pd', 'Sc']"
ScInPt,0.0,"['In', 'Pt', 'Sc']"
ScInPt2,0.0,"['In', 'Pt', 'Sc']"
ScInRh2,0.0,"['In', 'Rh', 'Sc']"
ScIr,0.0,"['Ir', 'Sc']"
ScIr3,0.0,"['Ir', 'Sc']"
ScMn2,0.0,"['Mn', 'Sc']"
ScMn2SbO6,1.9542000000000002,"['Mn', 'O', 'Sb', 'Sc']"
ScMn6(Sn2Ge)2,0.0,"['Ge', 'Mn', 'Sc', 'Sn']"
ScMnGe,0.0,"['Ge', 'Mn', 'Sc']"
ScMnGe2,0.0,"['Ge', 'Mn', 'Sc']"
ScMnRh2,0.0,"['Mn', 'Rh', 'Sc']"
ScMnSi,0.0,"['Mn', 'Sc', 'Si']"
ScMnSi2,0.0,"['Mn', 'Sc', 'Si']"
ScN,0.0,"['N', 'Sc']"
ScNb(NiSn)2,0.42459999999999903,"['Nb', 'Ni', 'Sc', 'Sn']"
ScNb2B2Ru5,0.0,"['B', 'Nb', 'Ru', 'Sc']"
ScNb3(PO4)6,1.815999999999999,"['Nb', 'O', 'P', 'Sc']"
ScNb6Cl13O3,0.923999999999999,"['Cl', 'Nb', 'O', 'Sc']"
ScNbO4,3.3026,"['Nb', 'O', 'Sc']"
ScNbOs2,0.0,"['Nb', 'Os', 'Sc']"
ScNbRu2,0.0,"['Nb', 'Ru', 'Sc']"
ScNbTc2,0.0,"['Nb', 'Sc', 'Tc']"
ScNi,0.0,"['Ni', 'Sc']"
ScNi2,0.0,"['Ni', 'Sc']"
ScNi2SbO6,0.0,"['Ni', 'O', 'Sb', 'Sc']"
ScNi2Sn,0.0,"['Ni', 'Sc', 'Sn']"
ScNi4Au,0.0,"['Au', 'Ni', 'Sc']"
ScNi4Sn,0.0,"['Ni', 'Sc', 'Sn']"
ScNiB4,0.0,"['B', 'Ni', 'Sc']"
ScNiBi,0.1869,"['Bi', 'Ni', 'Sc']"
ScNiGe,0.0,"['Ge', 'Ni', 'Sc']"
ScNiP,0.0,"['Ni', 'P', 'Sc']"
ScNiSb,0.2679,"['Ni', 'Sb', 'Sc']"
ScNiSn,0.0,"['Ni', 'Sc', 'Sn']"
ScOF,4.4798,"['F', 'O', 'Sc']"
ScOs2,0.0,"['Os', 'Sc']"
ScP,0.0,"['P', 'Sc']"
ScP(H2O3)2,4.9028,"['H', 'O', 'P', 'Sc']"
ScP3(HO2)6,5.306699999999999,"['H', 'O', 'P', 'Sc']"
ScPIr,0.0,"['Ir', 'P', 'Sc']"
ScPO4,4.193899999999999,"['O', 'P', 'Sc']"
ScPPt,0.0,"['P', 'Pt', 'Sc']"
ScPRu,0.0,"['P', 'Ru', 'Sc']"
ScPS4,1.941999999999999,"['P', 'S', 'Sc']"
ScPaO4,2.493500000000001,"['O', 'Pa', 'Sc']"
ScPaOs2,0.0,"['Os', 'Pa', 'Sc']"
ScPaRu2,0.0,"['Pa', 'Ru', 'Sc']"
ScPaTc2,0.0,"['Pa', 'Sc', 'Tc']"
ScPd,0.0,"['Pd', 'Sc']"
ScPd2Pb,0.0,"['Pb', 'Pd', 'Sc']"
ScPd3,0.0,"['Pd', 'Sc']"
ScPt,0.0,"['Pt', 'Sc']"
ScPt3,0.0,"['Pt', 'Sc']"
ScRe2,0.0,"['Re', 'Sc']"
ScReGe2,0.0,"['Ge', 'Re', 'Sc']"
ScRh,0.0,"['Rh', 'Sc']"
ScRh2Pb,0.0,"['Pb', 'Rh', 'Sc']"
ScRh3,0.0,"['Rh', 'Sc']"
ScRh3C,0.0,"['C', 'Rh', 'Sc']"
ScRu,0.0,"['Ru', 'Sc']"
ScRu2,0.0,"['Ru', 'Sc']"
ScRu3C,0.0,"['C', 'Ru', 'Sc']"
ScS,0.0,"['S', 'Sc']"
ScSb,0.0,"['Sb', 'Sc']"
ScSb3Pb4O13,1.612999999999999,"['O', 'Pb', 'Sb', 'Sc']"
ScSbPd,0.015500000000000002,"['Pd', 'Sb', 'Sc']"
ScSbPt,0.644099999999999,"['Pt', 'Sb', 'Sc']"
ScSbRu2,0.0,"['Ru', 'Sb', 'Sc']"
ScSe,0.0,"['Sc', 'Se']"
ScSi,0.0,"['Sc', 'Si']"
ScSi2Rh,0.0,"['Rh', 'Sc', 'Si']"
ScSi3Ni,0.0,"['Ni', 'Sc', 'Si']"
ScSi7Ir3,0.0,"['Ir', 'Sc', 'Si']"
ScSiAu,0.0,"['Au', 'Sc', 'Si']"
ScSiIr,0.0,"['Ir', 'Sc', 'Si']"
ScSiNi,0.0,"['Ni', 'Sc', 'Si']"
ScSiPd,0.0,"['Pd', 'Sc', 'Si']"
ScSiPt,0.0,"['Pt', 'Sc', 'Si']"
ScSiPt2,0.0,"['Pt', 'Sc', 'Si']"
ScSiRh,0.0,"['Rh', 'Sc', 'Si']"
ScSiRu,0.0,"['Ru', 'Sc', 'Si']"
ScSn2,0.0,"['Sc', 'Sn']"
ScSnAu,0.12249999999999901,"['Au', 'Sc', 'Sn']"
ScSnPd,0.0,"['Pd', 'Sc', 'Sn']"
ScSnPd2,0.0,"['Pd', 'Sc', 'Sn']"
ScSnPt,0.0,"['Pt', 'Sc', 'Sn']"
ScSnRh2,0.0,"['Rh', 'Sc', 'Sn']"
ScSnRu2,0.0,"['Ru', 'Sc', 'Sn']"
ScTa3(PO4)6,2.4404,"['O', 'P', 'Sc', 'Ta']"
ScTaN2,0.0,"['N', 'Sc', 'Ta']"
ScTaO4,4.027699999999999,"['O', 'Sc', 'Ta']"
ScTaOs2,0.0,"['Os', 'Sc', 'Ta']"
ScTaRu2,0.0,"['Ru', 'Sc', 'Ta']"
ScTc2,0.0,"['Sc', 'Tc']"
ScTc2W,0.0,"['Sc', 'Tc', 'W']"
ScTe,0.0,"['Sc', 'Te']"
ScTeO3F,3.2415,"['F', 'O', 'Sc', 'Te']"
ScTeRh,0.38460000000000005,"['Rh', 'Sc', 'Te']"
ScTiRu2,0.0,"['Ru', 'Sc', 'Ti']"
ScTl(MoO4)2,3.6236,"['Mo', 'O', 'Sc', 'Tl']"
ScTl3F6,3.6697,"['F', 'Sc', 'Tl']"
ScTlP2S7,1.970499999999999,"['P', 'S', 'Sc', 'Tl']"
ScTlRh2,0.0,"['Rh', 'Sc', 'Tl']"
ScTlS2,0.9331,"['S', 'Sc', 'Tl']"
ScTlSe2,0.6146,"['Sc', 'Se', 'Tl']"
ScTlTe2,0.044599999999999,"['Sc', 'Te', 'Tl']"
ScU3Sb5,0.0,"['Sb', 'Sc', 'U']"
ScU8S17,0.0,"['S', 'Sc', 'U']"
ScUS3,0.0,"['S', 'Sc', 'U']"
ScVO4,2.6851000000000003,"['O', 'Sc', 'V']"
ScVRu2,0.0,"['Ru', 'Sc', 'V']"
ScZn,0.0,"['Sc', 'Zn']"
ScZn12,0.0,"['Sc', 'Zn']"
ScZn2,0.0,"['Sc', 'Zn']"
ScZn3,0.0,"['Sc', 'Zn']"
ScZn6,0.0,"['Sc', 'Zn']"
ScZnCu2,0.0,"['Cu', 'Sc', 'Zn']"
ScZnPd,0.0,"['Pd', 'Sc', 'Zn']"
ScZnPd2,0.0,"['Pd', 'Sc', 'Zn']"
ScZnPt,0.0,"['Pt', 'Sc', 'Zn']"
ScZnPt2,0.0,"['Pt', 'Sc', 'Zn']"
ScZnRh2,0.0,"['Rh', 'Sc', 'Zn']"
Se,1.7696,['Se']
Se2O5,2.9034,"['O', 'Se']"
Se5SO3F,1.4592,"['F', 'O', 'S', 'Se']"
SeBr4,2.2169,"['Br', 'Se']"
SeCl4,3.0664,"['Cl', 'Se']"
SeF4,4.1424,"['F', 'Se']"
SeI2,0.9079,"['I', 'Se']"
SeO2,3.2874,"['O', 'Se']"
SeOF2,4.083299999999999,"['F', 'O', 'Se']"
Si,0.6105,['Si']
Si(Ag4S3)2,1.1051,"['Ag', 'S', 'Si']"
Si(AgP)2,0.169999999999999,"['Ag', 'P', 'Si']"
Si(NiO2)2,0.0,"['Ni', 'O', 'Si']"
Si(PH2)4,3.9992,"['H', 'P', 'Si']"
Si(PbS2)2,2.1705,"['Pb', 'S', 'Si']"
Si(PbSe2)2,1.7989000000000002,"['Pb', 'Se', 'Si']"
Si2Ge3P6O25,3.7805,"['Ge', 'O', 'P', 'Si']"
Si2H2S3,3.3657,"['H', 'S', 'Si']"
Si2H6S,4.597799999999999,"['H', 'S', 'Si']"
Si2H6Se,3.8682,"['H', 'Se', 'Si']"
Si2Hg6O7,1.5122,"['Hg', 'O', 'Si']"
Si2Mo,0.0,"['Mo', 'Si']"
Si2Mo4P6O25,1.8837000000000002,"['Mo', 'O', 'P', 'Si']"
Si2N2O,4.924799999999999,"['N', 'O', 'Si']"
Si2Ni,0.0,"['Ni', 'Si']"
Si2Ni3H4O9,3.2016,"['H', 'Ni', 'O', 'Si']"
Si2Ni6B,0.0,"['B', 'Ni', 'Si']"
Si2Os,0.6496999999999991,"['Os', 'Si']"
Si2P3RhO13,2.0386,"['O', 'P', 'Rh', 'Si']"
Si2Pb3O7,2.642199999999999,"['O', 'Pb', 'Si']"
Si2Pd9,0.0,"['Pd', 'Si']"
Si2Rh3,0.0,"['Rh', 'Si']"
Si2Ru,0.40700000000000003,"['Ru', 'Si']"
Si2W,0.0,"['Si', 'W']"
Si3(BiO3)4,3.897899999999999,"['Bi', 'O', 'Si']"
Si3Ag3(SnP3)2,0.26730000000000004,"['Ag', 'P', 'Si', 'Sn']"
Si3Mo5,0.0,"['Mo', 'Si']"
Si3MoPt2,0.0,"['Mo', 'Pt', 'Si']"
Si3N4,4.2503,"['N', 'Si']"
Si3NiP4,0.3365,"['Ni', 'P', 'Si']"
Si3Os2,0.8552999999999991,"['Os', 'Si']"
Si3P2Pt,0.6067,"['P', 'Pt', 'Si']"
Si3Ru2,0.551099999999999,"['Ru', 'Si']"
Si4Ir3,0.0,"['Ir', 'Si']"
Si4MoPt3,0.0,"['Mo', 'Pt', 'Si']"
Si4MoW,0.0,"['Mo', 'Si', 'W']"
Si4P4Os,1.4341,"['Os', 'P', 'Si']"
Si4P4Ru,1.4604,"['P', 'Ru', 'Si']"
Si4Rh3,0.0,"['Rh', 'Si']"
Si5Ir3,0.9437999999999991,"['Ir', 'Si']"
Si5P6O25,5.6022,"['O', 'P', 'Si']"
